Nhóm hàng,Nhóm ngành,Nhóm sản phẩm cấp 1,Nhóm sản phẩm cấp 2,Mã hàng,Tên hàng,SL Bán,Doanh thu,SL Trả,Giá trị trả,Doanh thu thuần,Tổng giá vốn,Lợi nhuận,Tỷ suất
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ75XLUS,Bộ Pijama TDQD lụa HX màu xanh lục họa tiết hoa S,13,4957386,0,0,4957386,1993355,2964031, 59.79% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ28XDM,Bộ Pijama TDQD lụa HX màu xanh đậm M,12,4968888,0,0,4968888,2024126,2944762, 59.26% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ28DDXL,Bộ Pijama TDQD lụa HX màu đỏ đậm XL,15,5758813,1,-403939,5354874,2444478,2910396, 54.35% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ83HPL,Bộ Pijama TDQD lụa HX hình cô gái màu hồng phấn L,15,5540722,1,-370000,5170722,2308989,2861733, 55.34% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ90XLUM,Bộ Pijama lụa dài tay HX hình thỏ trắng màu xanh lục M,16,5914029,0,0,5914029,3066942,2847087, 48.14% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ09TM,Bộ Pijama TDQD lụa họa tiết cây xương rồng trắng size M,12,4983411,1,-430000,4553411,1929757,2623654, 57.62% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ90XLUL,Bộ Pijama lụa dài tay HX hình thỏ trắng màu xanh lục L,16,5857291,1,-395000,5462291,2867730,2594561, 47.50% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ28HTIXL,Bộ Pijama TDQD lụa HX màu hồng tím XL,11,4534663,1,-430000,4104663,1579883,2524780, 61.51% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ92XDM,Bộ Pijama TDQD lụa viên ren trắng HX màu xanh đậm M,15,6103924,4,-1555028,4548896,2052570,2496326, 54.88% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ81VXL,Pijama lụa dài HX vàng họa tiết hoa trắng XL,11,4339514,1,-425000,3914514,1431290,2483224, 63.44% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ07TL,Bộ Pijama TDQD lụa họa tiết chấm bi màu trắng size L,10,4468400,1,-450000,4018400,1575563,2442837, 60.79% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ28XDXL,Bộ Pijama TDQD lụa HX màu xanh đậm XL,11,4488980,1,-408500,4080480,1687526,2392954, 58.64% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ07XDL,Bộ Pijama TDQD lụa họa tiết chấm bi màu xanh đậm size L,8,3426058,0,0,3426058,1341243,2084815, 60.85% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ28DEL,Bộ Pijama TDQD lụa HX màu đen L,8,3320339,0,0,3320339,1388957,1931382, 58.17% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ06XDS,Bộ Pijama TDQD lụa HX hình thiên nga màu xanh đậm S,13,4653353,3,-1137000,3516353,1610447,1905906, 54.20% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ81VM,Pijama lụa dài HX vàng họa tiết hoa trắng M,9,3621331,2,-850000,2771331,933775,1837556, 66.31% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ90XLUS,Bộ Pijama lụa dài tay HX hình thỏ trắng màu xanh lục S,10,3716399,0,0,3716399,1911820,1804579, 48.56% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ92DDL,Bộ Pijama TDQD lụa viền ren trắng HX màu đỏ đậm L,8,3174823,0,0,3174823,1377041,1797782, 56.63% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ28XNCM,Pijama lụa dài HX màu xanh ngọc M,7,2790723,0,0,2790723,1006257,1784466, 63.94% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ06XD2XL,Bộ Pijama TDQD lụa HX hình thiên nga màu xanh đậm 2XL,11,3948111,1,-361380,3586731,1849322,1737409, 48.44% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ98BHM,Bộ Pijama TDQD lụa HX họa tiết nơ màu be hồng M,10,3629928,0,0,3629928,1899755,1730173, 47.66% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ06XNXL,Bộ Pijama TDQD lụa HX hình thiên nga màu xanh nhạt XL,9,3187230,0,0,3187230,1475257,1711973, 53.71% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ28DES,Bộ Pijama TDQD lụa HX màu đen S,8,3063455,0,0,3063455,1351490,1711965, 55.88% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ92XDL,Bộ Pijama TDQD lụa viên ren trắng HX màu xanh đậm L,8,3136565,0,0,3136565,1484932,1651633, 52.66% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ06XNS,Bộ Pijama TDQD lụa HX hình thiên nga màu xanh nhạt S,10,3664898,2,-745000,2919898,1283050,1636848, 56.06% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ83HPS,Bộ Pijama TDQD lụa HX hình cô gái màu hồng phấn S,10,3520049,1,-385000,3135049,1528063,1606986, 51.26% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ81VS,Bộ Pijama TDQD lụa HX vàng họa tiết hoa trắng S,7,2757500,1,-425000,2332500,750984,1581516, 67.80% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ98BHL,Bộ Pijama TDQD lụa HX họa tiết nơ màu be hồng L,7,2596022,1,-385000,2211022,660876,1550146, 70.11% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ09HPM,Bộ Pijama TDQD lụa họa tiết cây xương rồng hồng phấn size M,7,2838867,1,-357324,2481543,1058648,1422895, 57.34% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ96HPM,Bộ Pijama TDQD lụa HX hình hoa quả màu hồng M,8,2867196,0,0,2867196,1458773,1408423, 49.12% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ07TXL,Bộ Pijama TDQD lụa họa tiết chấm bi màu trắng size XL,5,2250000,0,0,2250000,848536,1401464, 62.29% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ28XLUS,Bộ Pijama TDQD lụa HX màu xanh lục S,6,2411450,0,0,2411450,1036020,1375430, 57.04% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ74CAMM,Bộ pijama TDQD lụa HX màu cam họa tiết hoa M,6,2316635,0,0,2316635,1007630,1309005, 56.50% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ28DEM,Bộ Pijama TDQD lụa HX màu đen M,6,2449553,1,-365000,2084553,781804,1302749, 62.50% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ98XDL,Bộ Pijama TDQD lụa HX họa tiết nơ màu xanh đậm L,5,1792003,0,0,1792003,500000,1292003, 72.10% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ75XLU2XL,Bộ Pijama TDQD lụa HX màu xanh lục họa tiết hoa 2XL,7,2847000,1,-425000,2422000,1137114,1284886, 53.05% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ83HPXL,Bộ Pijama TDQD lụa HX hình cô gái màu hồng phấn XL,8,2775018,1,-360509,2414509,1157352,1257157, 52.07% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ28DD2XL,Bộ Pijama TDQD lụa HX màu đỏ đậm 2XL,7,2818379,1,-430000,2388379,1137210,1251169, 52.39% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ92DDS,Bộ Pijama TDQD lụa viền ren trắng HX màu đỏ đậm S,6,2264157,0,0,2264157,1078249,1185908, 52.38% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ28XD2XL,Bộ Pijama TDQD lụa HX màu xanh đậm 2XL,7,2751000,1,-430000,2321000,1137114,1183886, 51.01% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ11XLU2XL,Bộ Pijama TDQD lụa HX hình con thỏ màu xanh lục 2XL,6,2208333,0,0,2208333,1103986,1104347, 50.01% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ28DE2XL,Bộ Pijama TDQD lụa HX màu đen 2XL,6,2238620,0,0,2238620,1137114,1101506, 49.20% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ28HTIS,Bộ Pijama TDQD lụa HX màu hồng tím S,5,1949500,0,0,1949500,849814,1099686, 56.41% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ07XDXL,Bộ Pijama TDQD lụa họa tiết chấm bi màu xanh đậm size XL,4,1791000,0,0,1791000,714246,1076754, 60.12% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ74CAMXL,Bộ pijama TDQD lụa HX màu cam họa tiết hoa XL,5,2097964,1,-397964,1700000,624127,1075873, 63.29% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ28XNCL,Pijama lụa dài HX màu xanh ngọc L,5,1924537,0,0,1924537,852255,1072282, 55.72% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ28XNCS,Bộ Pijama TDQD lụa HX màu xanh ngọc S,5,1919476,0,0,1919476,852255,1067221, 55.60% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ98BHS,Bộ Pijama TDQD lụa HX họa tiết nơ màu be hồng S,5,1839962,1,-385000,1454962,400000,1054962, 72.51% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ96XDL,Bộ Pijama TDQD lụa HX hình hoa quả màu xanh đậm L,4,1501333,0,0,1501333,460876,1040457, 69.30% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ90XLUXL,Bộ Pijama lụa dài tay HX hình thỏ trắng màu xanh lục XL,7,2557082,1,-371061,2186021,1147092,1038929, 47.53% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ74CAML,Bộ pijama TDQD lụa HX màu cam họa tiết hoa L,5,1847451,0,0,1847451,822630,1024821, 55.47% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ09TL,Bộ Pijama TDQD lụa họa tiết cây xương rồng trắng size L,5,2145400,1,-430000,1715400,703843,1011557, 58.97% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ116HTOL,Bộ Pijama TDQD lụa HX kẻ sọc màu hồng tôm L,4,1644323,0,0,1644323,660336,983987, 59.84% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ28XLUXL,Bộ Pijama TDQD lụa HX màu xanh lục XL,4,1635412,0,0,1635412,681804,953608, 58.31% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ96HPS,Bộ Pijama TDQD lụa HX hình hoa quả màu hồng S,4,1473008,0,0,1473008,533171,939837, 63.80% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ114TM,Bộ pijama TDQD HX tay lỡ hình trái tim trắng M,4,1603546,0,0,1603546,676668,926878, 57.80% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ28DEXL,Bộ Pijama TDQD lụa HX màu đen XL,7,2775682,3,-1182000,1593682,682652,911030, 57.17% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ98XDM,Bộ Pijama TDQD lụa HX họa tiết nơ màu xanh đậm M,4,1501042,0,0,1501042,597737,903305, 60.18% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ116HTOM,Bộ Pijama TDQD lụa HX kẻ sọc màu hồng tôm M,5,1959972,1,-425000,1534972,660336,874636, 56.98% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ92DD2XL,Bộ Pijama TDQD lụa viền ren trắng HX màu đỏ đậm 2XL,4,1580847,0,0,1580847,708236,872611, 55.20% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ114HPM,Bộ pijama TDQD HX tay lỡ hình trái tim hồng phấn M,3,1245000,0,0,1245000,379833,865167, 69.49% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ92XDS,Bộ Pijama TDQD lụa viên ren trắng HX màu xanh đậm S,4,1587443,0,0,1587443,742328,845115, 53.24% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ92DEL,Bộ Pijama TDQD lụa viền ren trắng HX màu đen L,4,1549568,0,0,1549568,709353,840215, 54.22% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ96XDM,Bộ Pijama TDQD lụa HX hình hoa quả màu xanh đậm M,6,2214380,2,-770000,1444380,604798,839582, 58.13% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ28HTI3XL,Bộ Pijama TDQD lụa HX màu hồng tím 3XL,4,1576117,0,0,1576117,752666,823451, 52.25% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ29VM,Bộ Pijama TDQD lụa satin dày HX màu vàng M,3,1193963,0,0,1193963,389142,804821, 67.41% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ97SVL,Bộ Pijama TDQD lụa HX họa tiết sao vàng màu xanh đậm L,5,1408010,0,0,1408010,621752,786258, 55.84% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ98XDS,Bộ Pijama TDQD lụa HX họa tiết nơ màu xanh đậm S,3,1112955,0,0,1112955,333293,779662, 70.05% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ29XDXL,Bộ Pijama TDQD lụa satin dày HX màu xanh đậm XL,3,1206980,0,0,1206980,433731,773249, 64.06% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ96XDS,Bộ Pijama TDQD lụa HX hình hoa quả màu xanh đậm S,4,1449549,1,-385000,1064549,300000,764549, 71.82% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ79TL,Pijama lụa dài HX màu trắng họa tiết hoa đỏ L,5,2025948,2,-850000,1175948,429387,746561, 63.49% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ06XD3XL,Bộ Pijama TDQD lụa HX hình thiên nga màu xanh đậm 3XL,4,1457083,0,0,1457083,719852,737231, 50.60% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ97STS,Bộ Pijama TDQD lụa HX màu đen sao trắng S,3,1088077,0,0,1088077,360876,727201, 66.83% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ97STM,Bộ Pijama TDQD lụa HX màu đen sao trắng M,5,1765082,0,0,1765082,1040876,724206, 41.03% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ89XNM,Bộ Pijama TDQD hoạ tiết hoa lá màu xanh nhạt size M,4,1757622,1,-475000,1282622,573310,709312, 55.30% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ115TM,Bộ pijama TDQD HX cách điệu hình lá màu trắng M,3,1222531,0,0,1222531,520857,701674, 57.40% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ83HP2XL,Bộ Pijama TDQD lụa HX hình cô gái màu hồng phấn 2XL,4,1429333,0,0,1429333,754254,675079, 47.23% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ89XNL,Bộ Pijama TDQD hoạ tiết hoa lá màu xanh nhạt size L,3,1282000,0,0,1282000,607236,674764, 52.63% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ96XDXL,Bộ Pijama TDQD lụa HX hình hoa quả màu xanh đậm XL,3,1065121,0,0,1065121,421752,643369, 60.40% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ28XD3XL,Bộ Pijama TDQD lụa HX màu xanh đậm 3XL,3,1181867,0,0,1181867,568557,613310, 51.89% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ28DE3XL,Bộ Pijama TDQD lụa HX màu đen 3XL,3,1181867,0,0,1181867,568557,613310, 51.89% 
ĐỒ BỘ MẶC NHÀ >> ĐỒ PIJAMA LỤA >> PIJAMA TDQD,ĐỒ BỘ MẶC NHÀ,ĐỒ PIJAMA LỤA,PIJAMA TDQD,PJ28DD3XL,Bộ Pijama TDQD lụa HX màu đỏ đậm 3XL,3,1179758,0,0,1179758,568557,611201, 51.81% 
